Entry	Entry Name	Protein names	Gene Names	Mass	Interacts with	Subunit structure
Q7WY60	MRPE_BACSU	Na(+)/H(+) antiporter subunit E (Mrp complex subunit E) (Multiple resistance and pH homeostasis protein E)	mrpE BSU31640	18380		SUBUNIT: Forms a heterooligomeric complex that consists of seven subunits: MrpA, MrpB, MrpC, MrpD, MrpE, MrpF and MrpG. {ECO:0000269|PubMed:17693497}.
Q7WY72	REMA_BACSU	Extracellular matrix regulatory protein A (Regulator of extracellular matrix A)	remA ylzA BSU15670	9849		
Q99027	COMP_BACSU	Sensor histidine kinase ComP (EC 2.7.13.3)	comP BSU31690	89309		
Q99171	TEPA_BACSU	Translocation-enhancing protein TepA	tepA ylxI ymfB BSU16790	26918		
Q9JMQ2	PPAX_BACSU	Pyrophosphatase PpaX (EC 3.6.1.1)	ppaX hprP ptsL yvoE BSU34970	24004		
A0A2K4Z9J5	BSRE_BACSU	Small toxic protein BsrE	bsrE BSU_18978	3358		
A0A2K4Z9K4	BSRH_BACSU	Probable small toxic protein BsrH	bsrH BSU_26055	3317		
C0H3Q8	YUZN_BACSU	Uncharacterized HTH-type transcriptional regulator YuzN	yuzN BSU32669	10588		
C0H3R4	RSOA_BACSU	Sigma-O factor regulatory protein RsoA	rsoA yvrHa BSU33222	9546	P37871; O34843	
C0H3S9	YBZH_BACSU	Uncharacterized HTH-type transcriptional regulator YbzH	ybzH BSU01889	11501		
C0H3Y8	YJCZ_BACSU	Sporulation protein YjcZ	yjcZ BSU11809	4861		
C0H404	YKZR_BACSU	Probably inactive glycosylase YkzR	ykzR BSU13799	9396		
C0H412	SWRD_BACSU	Swarming motility protein SwrD	swrD ylzI BSU16299	8151		
C0SP79	YTAF_BACSU	Probable sporulation protein YtaF	ytaF BSU29070	22773		
C0SP80	YTES_BACSU	Putative lipoprotein YteS	yteS BSU30110	18704		
C0SP82	YOAE_BACSU	Probable oxidoreductase YoaE (EC 1.-.-.-)	yoaE BSU18570	76167		
C0SP84	YTLA_BACSU	Putative binding protein YtlA	ytlA ytlB BSU30595 BSU30590/BSU30600	37546		
C0SP98	YKFD_BACSU	Putative oligopeptide transport ATP-binding protein YkfD (EC 7.4.2.-)	ykfD BSU13000	37285		
C0SPA3	YLXW_BACSU	UPF0749 protein YlxW	ylxW BSU15250	25986		
C0SPA8	YOBH_BACSU	DNA repair protein homolog YobH	yobH BSU18930	24810		
C0SPB0	YTCI_BACSU	Uncharacterized acyl--CoA ligase YtcI (EC 6.2.1.-)	ytcI BSU29560	59325		
C0SPB2	YWTG_BACSU	Putative metabolite transport protein YwtG	ywtG BSU35830	49193		
C0SPB4	YHAQ_BACSU	Uncharacterized ABC transporter ATP-binding protein YhaQ	yhaQ BSU09890	33858		
C0SPB8	YVAV_BACSU	Putative HTH-type transcriptional regulator YvaV	yvaV BSU33740	20927		
C0SPB9	YKON_BACSU	Uncharacterized glycosyltransferase YkoN (EC 2.4.-.-)	ykoN BSU13350	43577		
L8EBJ6	SSCB_BACSU	Probable small spore coat assembly protein B (ORF-62)	sscB BSU_09959	3027		
O05215	YWRA_BACSU	Uncharacterized transporter YwrA	ywrA BSU36130	19223		
O05216	YWRB_BACSU	Uncharacterized transporter YwrB	ywrB BSU36120	21014		
O05217	YWRC_BACSU	Uncharacterized HTH-type transcriptional regulator YwrC	ywrC BSU36110	18127		
O05224	YWRK_BACSU	Putative arsenical pump membrane protein	ywrK BSU36030	49546		
O05235	YUGF_BACSU	Uncharacterized hydrolase YugF (EC 3.1.-.-)	yugF BSU31420	31325		
O05239	YUGJ_BACSU	Probable NADH-dependent butanol dehydrogenase 1 (EC 1.1.1.-)	yugJ BSU31370	42733		
O05240	YUGK_BACSU	Probable NADH-dependent butanol dehydrogenase 2 (EC 1.1.1.-)	yugK BSU31360	43406		
O05241	YUGS_BACSU	UPF0053 protein YugS	yugS BSU31300	48902		
O05242	O16G3_BACSU	Probable oligo-1,6-glucosidase 3 (EC 3.2.1.10) (Oligosaccharide alpha-1,6-glucosidase 3) (Sucrase-isomaltase 3) (Isomaltase 3)	yugT BSU31290	63969		
O05248	YUGP_BACSU	Putative membrane protease YugP (EC 3.4.24.-)	yugP BSU31310	24695		
O05254	NUPP_BACSU	Guanosine ABC transporter permease protein NupP	nupP yufP BSU31560	36844		SUBUNIT: The complex is composed of two ATP-binding proteins (NupO), two transmembrane proteins (NupP and NupQ) and a solute-binding protein (NupN). {ECO:0000305|PubMed:21926227}.
O05255	NUPQ_BACSU	Guanosine ABC transporter permease protein NupQ	nupQ yufQ BSU31570	33738		SUBUNIT: The complex is composed of two ATP-binding proteins (NupO), two transmembrane proteins (NupP and NupQ) and a solute-binding protein (NupN). {ECO:0000305|PubMed:21926227}.
O05261	YULB_BACSU	Uncharacterized HTH-type transcriptional regulator YulB	yulB BSU31210	28855		
O05267	YUMB_BACSU	NADH dehydrogenase-like protein YumB (EC 1.6.-.-)	yumB BSU32100	44933		
O05389	YRBE_BACSU	Uncharacterized oxidoreductase YrbE (EC 1.-.-.-)	yrbE BSU27770	37788		
O05390	CSBX_BACSU	Alpha-ketoglutarate permease	csbX BSU27760	47803		
O05392	RUVA_BACSU	Holliday junction branch migration complex subunit RuvA	ruvA BSU27740	22584		SUBUNIT: Homotetramer. Forms an RuvA(8)-RuvB(12)-Holliday junction (HJ) complex. HJ DNA is sandwiched between 2 RuvA tetramers; dsDNA enters through RuvA and exits via RuvB. An RuvB hexamer assembles on each DNA strand where it exits the tetramer. Each RuvB hexamer is contacted by two RuvA subunits (via domain III) on 2 adjacent RuvB subunits; this complex drives branch migration. In the full resolvosome a probable DNA-RuvA(4)-RuvB(12)-RuvC(2) complex forms which resolves the HJ. {ECO:0000255|HAMAP-Rule:MF_00031}.
O05399	YRHG_BACSU	Uncharacterized transporter YrhG	yrhG BSU27200	28488		
O05400	YRHH_BACSU	Putative methyltransferase YrhH (EC 2.1.1.-)	yrhH BSU27180	21137		
O05402	YRHL_BACSU	Putative peptidoglycan O-acetyltransferase YrhL (EC 2.3.1.-)	yrhL BSU27140	72219		
O05406	YRHP_BACSU	Uncharacterized membrane protein YrhP	yrhP BSU27100	23389		
O05407	YRAO_BACSU	Uncharacterized transporter YraO	yraO BSU26860	46727		
O05408	YRPG_BACSU	Uncharacterized oxidoreductase YrpG (EC 1.-.-.-)	yrpG BSU26850	36630		
O05409	SIGZ_BACSU	RNA polymerase sigma factor SigZ	sigZ BSU26840	20717		
O05410	YRPE_BACSU	Probable metal-binding protein YrpE	yrpE BSU26830	28870		
O05413	NMO_BACSU	Probable nitronate monooxygenase (NMO) (EC 1.13.12.-) (Propionate 3-nitronate monooxygenase) (P3N monooxygenase)	yrpB BSU26800	38069		
O05493	YDHB_BACSU	Probable membrane transporter protein YdhB	ydhB BSU05690	25656		
O05494	YDHC_BACSU	Uncharacterized HTH-type transcriptional regulator YdhC	ydhC BSU05700	26396		
O05496	YDHE_BACSU	Uncharacterized UDP-glucosyltransferase YdhE (EC 2.4.1.-)	ydhE BSU05720	44545		
O05497	YDHF_BACSU	Uncharacterized protein YdhF	ydhF BSU05730	26525		
O05519	YDIF_BACSU	Putative ATP-binding protein YdiF	ydiF BSU05950	73482		
O05521	REX_BACSU	Redox-sensing transcriptional repressor Rex	rex ydiH BSU05970	24092		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01131}.
O05524	YDIK_BACSU	Uncharacterized lipoprotein YdiK	ydiK BSU06000	7252		
O05525	YDIL_BACSU	Putative membrane peptidase YdiL (EC 3.4.-.-) (Putative CAAX prenyl protease)	ydiL BSU06010	27590		
O06005	AAPA_BACSU	Amino-acid permease AapA	aapA BSU27090	51018		
O06012	ADHB_BACSU	Uncharacterized zinc-type alcohol dehydrogenase-like protein AdhB (EC 1.-.-.-)	adhB BSU26970	41208		
O06473	YFMO_BACSU	Multidrug efflux protein YfmO	yfmO BSU07400	41451		
O06474	YFMP_BACSU	HTH-type transcriptional regulator YfmP	yfmP BSU07390	16503		
O06476	YFMR_BACSU	Uncharacterized ABC transporter ATP-binding protein YfmR (EC 7.-.-.-)	yfmR BSU07370	71121		
O06477	YFMS_BACSU	Putative sensory transducer protein YfmS (Methyl-accepting chemotaxis protein)	yfmS BSU07360	30324		
O06480	YFNB_BACSU	Putative HAD-hydrolase YfnB (EC 3.-.-.-)	yfnB BSU07330	27381		
O06481	YFNC_BACSU	Uncharacterized MFS-type transporter YfnC	yfnC BSU07320	43488		
O06485	YFNG_BACSU	Putative sugar dehydratase/epimerase YfnG	yfnG BSU07280	36427		
O06486	RFBF_BACSU	Probable glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33) (CDP-glucose pyrophosphorylase)	yfnH BSU07270	28671		
O06489	YETM_BACSU	Putative FAD-dependent monooxygenase YetM (EC 1.14.-.-)	yetM yfnL BSU07230	40978		
O06716	GERPF_BACSU	Probable spore germination protein GerPF	gerPF yisC BSU10670	7248		
O06717	GERPE_BACSU	Probable spore germination protein GerPE	gerPE yisD BSU10680	14814		
O06718	GERPD_BACSU	Probable spore germination protein GerPD	gerPD yisE BSU10690	6269		
O06719	GERPC_BACSU	Probable spore germination protein GerPC	gerPC yisF BSU10700	24240		
O06720	GERPB_BACSU	Probable spore germination protein GerPB	gerPB yisG BSU10710	8280		
O06721	GERPA_BACSU	Probable spore germination protein GerPA	gerPA yisH BSU10720	7541		
O06722	YISI_BACSU	Aspartyl-phosphate phosphatase YisI (EC 3.1.3.-) (Stage 0 sporulation regulatory protein YisI)	yisI BSU10730	6673		
O06730	YISU_BACSU	Putative amino-acid transporter YisU	yisU BSU10870	24066		
O06734	YISY_BACSU	AB hydrolase superfamily protein YisY (EC 3.-.-.-)	yisY BSU10900	30559		
O06736	SAT2_BACSU	Probable sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	yitA BSU10920	43253		
O06738	COMB_BACSU	Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71)	comB yitC BSU10940	24661		
O06739	PSLS_BACSU	Phosphosulfolactate synthase (EC 4.4.1.19) ((2R)-phospho-3-sulfolactate synthase) (PSL synthase)	yitD BSU10950	28357		
O06743	YITH_BACSU	Uncharacterized N-acetyltransferase YitH (EC 2.3.1.-)	yitH BSU10990	31067		
O06744	YITI_BACSU	Uncharacterized N-acetyltransferase YitI (EC 2.3.1.-)	yitI BSU11000	16943		
O06747	YITL_BACSU	Uncharacterized protein YitL	yitL BSU11030	34054		
O06748	YITM_BACSU	Uncharacterized protein YitM	yitM BSU11040	21465		
O06750	YITO_BACSU	Uncharacterized protein YitO	yitO BSU11055 BSU11050/BSU11060	35228		
O06972	YVCI_BACSU	Uncharacterized Nudix hydrolase YvcI (EC 3.6.-.-)	yvcI BSU34780	18214		
O06973	YVCJ_BACSU	Nucleotide-binding protein YvcJ	yvcJ BSU34770	33851		
O06977	YVCN_BACSU	Uncharacterized acetyltransferase YvcN (EC 2.3.1.-)	yvcN BSU34730	28826		
O06980	YVCR_BACSU	Uncharacterized ABC transporter ATP-binding protein YvcR (EC 7.-.-.-)	yvcR BSU34700	29038		
O06981	YVCS_BACSU	Uncharacterized ABC transporter permease YvcS	yvcS BSU34690	73398		
O06983	YVDA_BACSU	Putative carbonic anhydrase YvdA (EC 4.2.1.1) (Carbonate dehydratase)	yvdA BSU34670	21714		
O06984	YVDB_BACSU	Putative sulfate transporter YvdB	yvdB BSU34660	57430		
O06986	YVDD_BACSU	LOG family protein YvdD	yvdD BSU34640	21054		
O06987	YVDE_BACSU	Uncharacterized HTH-type transcriptional regulator YvdE	yvdE BSU34630	35440		
O06990	MDXF_BACSU	Maltodextrin transport system permease protein MdxF	mdxF yvdH BSU34600	48529		SUBUNIT: The complex is composed of two ATP-binding proteins (MsmX), two transmembrane proteins (MdxF and MdxG) and a solute-binding protein (MdxE). {ECO:0000305}.
O06991	MDXG_BACSU	Maltodextrin transport system permease protein MdxG	mdxG yvdI BSU34590	30885		SUBUNIT: The complex is composed of two ATP-binding proteins (MsmX), two transmembrane proteins (MdxF and MdxG) and a solute-binding protein (MdxE). {ECO:0000305}.
O06992	MALA_BACSU	Putative maltodextrin utilization protein YvdJ	yvdJ BSU34580	32330		
O06996	COTR_BACSU	Putative sporulation hydrolase CotR (EC 3.1.1.-)	cotR yvdO BSU34530	35357		
O06997	YVDP_BACSU	Uncharacterized FAD-linked oxidoreductase YvdP (EC 1.21.-.-) (Spore coat protein YvdP)	yvdP BSU34520	50085		
O06999	YVDR_BACSU	Uncharacterized membrane protein YvdR	yvdR BSU34500	11426		
O07008	GANR_BACSU	HTH-type transcriptional regulator GanR	ganR lacR yvfJ BSU34170	37462		
O07015	RSBQ_BACSU	Sigma factor SigB regulation protein RsbQ	rsbQ yvfQ BSU34100	30020		
O07016	YVFR_BACSU	Uncharacterized ABC transporter ATP-binding protein YvfR (EC 7.-.-.-)	yvfR BSU34090	33780		
O07017	YVFS_BACSU	Putative transport permease YvfS	yvfS BSU34080	27926		
O07019	YVFU_BACSU	Uncharacterized transcriptional regulatory protein YvfU	yvfU BSU34060	22323		
O07086	YRDR_BACSU	Uncharacterized transporter YrdR	yrdR BSU26620	35912		
O07513	HIT_BACSU	Protein hit	hit yhaE BSU10030	16298		
O07518	YHAJ_BACSU	Uncharacterized membrane protein YhaJ	yhaJ BSU09965 BSU09960/BSU09970	19640		
O07520	YHAL_BACSU	Sporulation protein YhaL	yhaL BSU09940	8440		
O07522	YHAO_BACSU	Uncharacterized metallophosphoesterase YhaO	yhaO BSU09910	46811		
O07523	YHAP_BACSU	Uncharacterized protein YhaP	yhaP BSU09900	45476	O31501	
O07527	YHCY_BACSU	Sensor histidine kinase YhcY (EC 2.7.13.3)	yhcY BSU09320	41990		
O07528	YHCZ_BACSU	Uncharacterized transcriptional regulatory protein YhcZ	yhcZ BSU09330	24023		
O07533	YHAR_BACSU	Putative enoyl-CoA hydratase/isomerase YhaR	yhaR BSU09880	27610		
O07534	KHTS_BACSU	K(+)/H(+) antiporter modulator KhtS	khtS yhaS BSU09870	12778		
O07539	YHAX_BACSU	Stress response protein YhaX	yhaX BSU09830	32408		
O07544	YHEC_BACSU	Endospore coat-associated protein YheC	yheC BSU09780	41869		
O07552	NHAX_BACSU	Stress response protein NhaX	nhaX yheK BSU09690	18014		
O07556	YHJB_BACSU	Uncharacterized symporter YhjB	yhjB BSU10450	52762		
O07561	YHJG_BACSU	Uncharacterized aromatic compound monooxygenase YhjG (EC 1.14.13.-)	yhjG BSU10500	54356		
O07567	NTDR_BACSU	NTD biosynthesis operon regulator NtdR	ntdR yhjM BSU10560	37687		
O07568	YHJN_BACSU	Uncharacterized protein YhjN	yhjN BSU10570	41029		
O07569	YHJO_BACSU	Uncharacterized MFS-type transporter YhjO	yhjO BSU10580	44066		
O07570	YHJP_BACSU	Uncharacterized protein YhjP	yhjP BSU10590	66375		
O07575	YHDF_BACSU	Uncharacterized oxidoreductase YhdF (EC 1.-.-.-)	yhdF BSU09450	31509		
O07577	YHDH_BACSU	Uncharacterized sodium-dependent transporter YhdH	yhdH BSU09470	48942		
O07578	YHDI_BACSU	Uncharacterized HTH-type transcriptional regulator YhdI	yhdI BSU09480	52764		
O07580	YHDK_BACSU	Probable anti-sigma-M factor YhdK	yhdK BSU09500	10642	O07581	SUBUNIT: Interacts specifically with YhdL, while the N-terminus of YhdL interacts with sigma-M. {ECO:0000269|PubMed:14993308}.
O07581	YHDL_BACSU	Probable anti-sigma-M factor YhdL	yhdL BSU09510	40581	O07580	SUBUNIT: The N-terminus of YhdL interacts with sigma-M. YhdL interacts specifically with YhdK. {ECO:0000269|PubMed:14993308}.
O07585	YHDP_BACSU	UPF0053 protein YhdP	yhdP BSU09550	49855		
O07586	CUER_BACSU	HTH-type transcriptional regulator CueR	cueR yhdQ BSU09560	16395		
O07587	AAT3_BACSU	Putative aspartate aminotransferase YhdR (AspAT) (EC 2.6.1.1) (Transaminase A)	yhdR BSU09570	43888		
O07589	YHDT_BACSU	UPF0053 protein YhdT	yhdT BSU09590	51520		
O07594	YHDY_BACSU	Uncharacterized MscS family protein YhdY	yhdY BSU09640	42537		
O07596	YHEN_BACSU	Putative polysaccharide deacetylase YheN (EC 3.-.-.-)	yheN BSU09660	31730		
O07598	YHAA_BACSU	Putative amidohydrolase YhaA (EC 3.5.1.-)	yhaA BSU10070	43220		
O07603	YHFE_BACSU	Putative aminopeptidase YhfE (EC 3.4.11.-)	yhfE BSU10200	38736		
O07607	YHFI_BACSU	Probable metallo-hydrolase YhfI (EC 3.-.-.-)	yhfI BSU10240	26525		
O07609	YHFK_BACSU	Uncharacterized sugar epimerase YhfK (EC 4.-.-.-)	yhfK BSU10260	22760		
O07614	YHFO_BACSU	Uncharacterized N-acetyltransferase YhfO (EC 2.3.1.-)	yhfO BSU10310	16748		
O07615	YHFP_BACSU	Putative quinone oxidoreductase YhfP (EC 1.6.5.-)	yhfP BSU10320	34756		SUBUNIT: Homodimer, or homotetramer. {ECO:0000305|Ref.3}.
O07618	YHFS_BACSU	Putative acetyl-CoA C-acetyltransferase YhfS (EC 2.3.1.-)	yhfS BSU10350	38399		
O07619	YHFT_BACSU	Uncharacterized acyl--CoA ligase YhfT (EC 6.2.1.-)	yhfT BSU10360	52881		
O07620	BIOY_BACSU	Probable biotin transporter BioY	bioY yhfU BSU10370	20010		
O07622	YHFW_BACSU	Putative Rieske 2Fe-2S iron-sulfur protein YhfW (EC 1.-.-.-)	yhfW BSU10390	57110		
O07627	YLAC_BACSU	RNA polymerase sigma factor YlaC	ylaC BSU14730	20928		
O07628	YLAD_BACSU	Anti-sigma-YlaC factor YlaD	ylaD BSU14740	11405		
O07638	YLAN_BACSU	UPF0358 protein YlaN	ylaN BSU14840	10742		
O07906	YRAN_BACSU	Uncharacterized HTH-type transcriptional regulator YraN	yraN BSU26870	33616		
O07918	YRAH_BACSU	Uncharacterized protein YraH	yraH BSU26940	15135		
O07920	AZLB_BACSU	Transcriptional regulator AzlB	azlB yrdG BSU26720	17464		
O07923	AZLD_BACSU	Branched-chain amino acid transport protein AzlD	azlD yrdI BSU26700	11970		
O07937	YRAK_BACSU	Uncharacterized hydrolase YraK (EC 3.-.-.-)	yraK BSU26910	30651		
O07939	YIST_BACSU	Uncharacterized protein YisT	yisT yucH BSU10860	19488		
O07940	YISQ_BACSU	Uncharacterized transporter YisQ	yisQ yucE BSU10820	50012		
O07942	AZLC_BACSU	Branched-chain amino acid transport protein AzlC	azlC yrdH BSU26710	28366		
O08335	FATR_BACSU	HTH-type transcriptional repressor FatR (Fatty acid displaced transcriptional repressor)	fatR bscR yrhI BSU27170	22214		
O08455	YHAN_BACSU	Uncharacterized protein YhaN	yhaN BSU09920	111159		
O08469	CPXY_BACSU	Cytochrome P450 (EC 1.14.-.-)	cypA CYP107J1 yrdE BSU26740	47385		
O31398	YKWD_BACSU	Uncharacterized protein YkwD	ykwD BSU13970	28039		
O31417	YAZB_BACSU	Uncharacterized HTH-type transcriptional regulator YazB	yazB BSU00800	7553		
O31431	YBDG_BACSU	Uncharacterized protein YbdG	ybdG ybdH BSU01990	37066		
O31443	YBFA_BACSU	Putative HTH-type DNA-binding domain-containing acetyltransferase YbfA (EC 2.3.1.-)	ybfA BSU02160	35757		
O31444	YBFB_BACSU	Uncharacterized MFS-type transporter YbfB	ybfB BSU02170	45236		
O31448	YBFH_BACSU	Uncharacterized transporter YbhF	ybfH BSU02210	33843		
O31449	YBFI_BACSU	Uncharacterized HTH-type transcriptional regulator YbfI	ybfI BSU02220	32439		
O31452	YBFK_BACSU	Carboxylesterase YbfK (EC 3.1.1.1)	ybfK BSU02260	33071		
O31455	YBFO_BACSU	Putative hydrolase YbfO (EC 3.-.-.-)	ybfO BSU02310	51788		
O31456	YBFP_BACSU	Uncharacterized HTH-type transcriptional regulator YbfP	ybfP BSU02320	34217		
O31457	TRHO_BACSU	tRNA uridine(34) hydroxylase (EC 1.14.-.-) (tRNA hydroxylation protein O)	trhO ybfQ BSU02330	37265		
O31460	YBGB_BACSU	Uncharacterized membrane protein YbgB	ybgB BSU02380	10273		
O31462	YBGF_BACSU	Uncharacterized amino acid permease YbgF	ybgF BSU02400	50944		
O31464	GLNT_BACSU	Probable sodium/glutamine symporter GlnT	glnT ybgH BSU02420	51584		
O31472	YCGE_BACSU	Uncharacterized HTH-type transcriptional regulator YcgE	ycgE BSU03080	17183		
O31474	YCGJ_BACSU	Uncharacterized methyltransferase YcgJ (EC 2.1.1.-)	ycgJ BSU03160	28658		
O31480	YCZG_BACSU	Uncharacterized HTH-type transcriptional regulator YczG	yczG BSU03880	11838		
O31486	YDAJ_BACSU	Putative lipoprotein YdaJ	ydaJ BSU04270	40998		
O31487	YDAL_BACSU	Uncharacterized protein YdaL	ydaL BSU04290	63849		
O31488	YDAN_BACSU	Uncharacterized protein YdaN	ydaN BSU04310	77208		
O31489	YDCI_BACSU	Uncharacterized protein YdcI	ydcI ydcJ BSU04780	81410		
O31490	XIS_BACSU	ICEBs1 excisionase (Recombination directionality factor xis)	xis sacV BSU04830	7309		
O31493	YDZE_BACSU	Putative permease-like protein YdzE	ydzE BSU05140	8532		
O31497	YEZC_BACSU	Uncharacterized HTH-type transcriptional regulator YezC	yezC BSU06540	15339		
O31509	YEEI_BACSU	Probable transcriptional regulatory protein YeeI	yeeI BSU06840	26313		
O31512	YESF_BACSU	Uncharacterized oxidoreductase YesF (EC 1.-.-.-)	yesF yeeM yfxB BSU06880	31495		
O31513	YESJ_BACSU	Uncharacterized N-acetyltransferase YesJ (EC 2.3.1.-)	yesJ yeeN yfxC yfxD BSU06920	20343		
O31517	YESN_BACSU	Uncharacterized transcriptional regulatory protein YesN	yesN BSU06960	40654		
O31518	YESO_BACSU	Putative ABC transporter substrate-binding protein YesO	yesO BSU06970	48332		
O31519	YESP_BACSU	Probable ABC transporter permease protein YesP	yesP BSU06980	34615		
O31520	YESQ_BACSU	Probable ABC transporter permease protein YesQ	yesQ BSU06990	33477		
O31528	RHGT2_BACSU	Probable rhamnogalacturonan acetylesterase YesY (RGAE) (EC 3.1.1.-)	yesY BSU07070	24594		
O31533	YETF_BACSU	UPF0702 transmembrane protein YetF	yetF BSU07140	26310		
O31537	YEZB_BACSU	Uncharacterized protein YezB	yezB yetI BSU07180	10894		
O31539	YETJ_BACSU	Uncharacterized protein YetJ	yetJ BSU07200	23829		
O31540	YETK_BACSU	Uncharacterized transporter YetK	yetK BSU07210	35758		
O31543	YFJQ_BACSU	Putative metal ion transporter YfjQ	yfjQ BSU08000	37846		
O31545	YFJO_BACSU	Uncharacterized RNA methyltransferase YfjO (EC 2.1.1.-)	yfjO BSU08020	52132		
O31552	SSPH_BACSU	Small, acid-soluble spore protein H (SASP H)	sspH yfjU BSU08110	6869		
O31555	YFJD_BACSU	Uncharacterized lipoprotein YfjD	yfjD BSU08140	21686		
O31559	YFIQ_BACSU	Putative membrane-bound acyltransferase YfiQ (EC 2.3.-.-)	yfiQ BSU08360	41035		
O31560	YFIR_BACSU	Uncharacterized HTH-type transcriptional regulator YfiR	yfiR BSU08370	23684		
O31561	YFIS_BACSU	Uncharacterized MFS-type transporter YfiS	yfiS BSU08380	44396		
O31563	YFIU_BACSU	Uncharacterized MFS-type transporter YfiU	yfiU BSU08400	54937		
O31564	YFIV_BACSU	Uncharacterized HTH-type transcriptional regulator YfiV	yfiV BSU08410	18211		
O31570	YFHB_BACSU	Uncharacterized isomerase YfhB (EC 5.1.-.-)	yfhB BSU08470	32129		
O31571	YFHC_BACSU	Putative NAD(P)H nitroreductase YfhC (EC 1.-.-.-)	yfhC BSU08480	22455		
O31575	RECX_BACSU	Regulatory protein RecX	recX yfhG BSU08520	31013		
O31576	YFHH_BACSU	Uncharacterized protein YfhH	yfhH BSU08530	12009		SUBUNIT: Homodimer. {ECO:0000269|Ref.3}.
O31577	YFHI_BACSU	Uncharacterized MFS-type transporter YfhI	yfhI BSU08540	41529		
O31581	YFHM_BACSU	AB hydrolase superfamily protein YfhM (EC 3.-.-.-)	yfhM BSU08590	32758		
O31582	YFHO_BACSU	Uncharacterized protein YfhO	yfhO BSU08610	98429		
O31583	YFHP_BACSU	Uncharacterized protein YfhP	yfhP BSU08620	37128		
O31592	YHBI_BACSU	Uncharacterized HTH-type transcriptional regulator YhbI	yhbI BSU08990	17602		
O31600	YJBB_BACSU	Uncharacterized MFS-type transporter YjbB	yjbB BSU11480	44239		
O31601	YJBC_BACSU	Putative acetyltransferase YjbC (EC 2.3.1.-)	yjbC BSU11490	23120		
O31604	COIA_BACSU	Competence protein CoiA	coiA yjbF BSU11530	43690		
O31613	YJBO_BACSU	Uncharacterized RNA pseudouridine synthase YjbO (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	yjbO BSU11620	31474		
O31622	COTO_BACSU	Spore coat protein O	cotO yjbX BSU11730	25593		
O31623	YJCA_BACSU	Sporulation protein YjcA	yjcA BSU11790	13036		
