Entry	Entry Name	Protein names	Gene Names	Mass	Interacts with	Subunit structure
P60422	RL2_ECOLI	Large ribosomal subunit protein uL2 (50S ribosomal protein L2)	rplB b3317 JW3279	29860	P03004; P45759; P00959; P0A7Z4	SUBUNIT: Part of the 50S ribosomal subunit (Ref.4, PubMed:7556101, PubMed:11114255, PubMed:10094780, PubMed:10756104, PubMed:12809609, PubMed:16272117, PubMed:25310980, PubMed:24844575, PubMed:27934701, PubMed:27906160, PubMed:27906161). Forms a bridge to the 30S subunit in the 70S ribosome, contacting the 16S rRNA (PubMed:12809609). Interacts weakly with S6 in one of the 3.5 A resolved structures (PubMed:9298644). In pull-down experiments interacts with CedA (PubMed:28818726). {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:10756104, ECO:0000269|PubMed:11114255, ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:24844575, ECO:0000269|PubMed:25310980, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:28818726, ECO:0000269|PubMed:7556101, ECO:0000269|PubMed:9298644, ECO:0000269|Ref.4}.
P60438	RL3_ECOLI	Large ribosomal subunit protein uL3 (50S ribosomal protein L3)	rplC b3320 JW3282	22244	P76114	SUBUNIT: Part of the 50S ribosomal subunit (PubMed:365579, PubMed:10094780, PubMed:12809609, PubMed:16272117, PubMed:25310980, PubMed:24844575, PubMed:27934701, PubMed:27906160, PubMed:27906161). Forms a cluster with proteins L14 and L19. In pull-down experiments interacts with CedA (PubMed:28818726). {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:24844575, ECO:0000269|PubMed:25310980, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:28818726, ECO:0000269|PubMed:365579}.
P60472	UPPS_ECOLI	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) (EC 2.5.1.31) (Ditrans,polycis-undecaprenylcistransferase) (Undecaprenyl diphosphate synthase) (UDS) (Undecaprenyl pyrophosphate synthase) (UPP synthase)	ispU rth uppS yaeS b0174 JW0169	28444		SUBUNIT: Homodimer. {ECO:0000269|PubMed:11581264, ECO:0000269|PubMed:12756244, ECO:0000269|PubMed:15044730, ECO:0000269|PubMed:15788389, ECO:0000269|PubMed:17535895, ECO:0000269|PubMed:21294851}.
P60560	GUAC_ECOLI	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	guaC b0104 JW0101	37384	P76015; P15288; P15034	SUBUNIT: Homotetramer.
P60595	HIS5_ECOLI	Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH)	hisH b2023 JW2005	21653	P60664	SUBUNIT: Heterodimer of HisH and HisF. {ECO:0000269|PubMed:8494895}.
P60624	RL24_ECOLI	Large ribosomal subunit protein uL24 (50S ribosomal protein L24)	rplX b3309 JW3271	11316		SUBUNIT: Part of the 50S ribosomal subunit (PubMed:391595, PubMed:10094780, PubMed:12809609, PubMed:16272117, PubMed:25310980, PubMed:24844575, PubMed:27934701, PubMed:27906160, PubMed:27906161). Might contact the SecYEG translocation complex when it is docked with the ribosome. {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:24844575, ECO:0000269|PubMed:25310980, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:6222285, ECO:0000305|PubMed:16292303}.
P60651	SPEB_ECOLI	Agmatinase (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)	speB b2937 JW2904	33557		
P60664	HIS6_ECOLI	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF b2025 JW2007	28454	P60595	SUBUNIT: Heterodimer of HisH and HisF. {ECO:0000269|PubMed:8494895}.
P60716	LIPA_ECOLI	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA lip b0628 JW0623	36072		SUBUNIT: Monomer or homodimer.
P60720	LIPB_ECOLI	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	lipB b0630 JW5089	23883		SUBUNIT: Monomer or homotrimer. Both forms are active. {ECO:0000269|PubMed:15642479}.
P60723	RL4_ECOLI	Large ribosomal subunit protein uL4 (50S ribosomal protein L4)	rplD eryA b3319 JW3281	22087	P0A6I6; P0A6K3	SUBUNIT: Part of the 50S ribosomal subunit (Ref.1, PubMed:7556101, PubMed:3298242, PubMed:10094780, PubMed:12809609, PubMed:11511371, PubMed:16272117, PubMed:25310980, PubMed:24844575, PubMed:27934701, PubMed:27906160, PubMed:27906161, PubMed:34504068, PubMed:34403461). In TnaC-stalled ribosomes forms part of the binding pocket for L-Trp with the leader peptide and uL22 (PubMed:34504068, PubMed:34403461). {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:11511371, ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:24844575, ECO:0000269|PubMed:25310980, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:3298242, ECO:0000269|PubMed:34403461, ECO:0000269|PubMed:34504068, ECO:0000269|PubMed:7556101, ECO:0000269|Ref.1}.
P60752	MSBA_ECOLI	ATP-dependent lipid A-core flippase (EC 7.5.2.6) (Lipid A export ATP-binding/permease protein MsbA) (Lipid flippase)	msbA b0914 JW0897	64461	P60752	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01703, ECO:0000269|PubMed:17927448, ECO:0000269|PubMed:18024585, ECO:0000269|PubMed:18344567, ECO:0000269|PubMed:19132955, ECO:0000269|PubMed:28869968}.
P60785	LEPA_ECOLI	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA b2569 JW2553	66570	P60785; P64423	
P60844	AQPZ_ECOLI	Aquaporin Z (Bacterial nodulin-like intrinsic protein) (Water channel AqpZ)	aqpZ bniP b0875 JW0859	23703	P60844	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:10487750, ECO:0000269|PubMed:10518952, ECO:0000269|PubMed:10518953}.
P60932	UPPP_ECOLI	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk b3057 JW3029	29759		
P60955	LGT_ECOLI	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145) (Prolipoprotein diacylglyceryl transferase)	lgt umpA b2828 JW2796	33108		
P61175	RL22_ECOLI	Large ribosomal subunit protein uL22 (50S ribosomal protein L22)	rplV eryB b3315 JW3277	12226	P0A6K3; P17993	SUBUNIT: Part of the 50S ribosomal subunit (PubMed:10094780, PubMed:11511371, PubMed:12809609, PubMed:16272117, PubMed:24844575, PubMed:25310980, PubMed:27906160, PubMed:27906161, PubMed:27934701, PubMed:7007072, PubMed:34504068, PubMed:34403461). In TnaC-stalled ribosomes forms part of the binding pocket for L-Trp with the leader peptide and uL4 (PubMed:34504068, PubMed:34403461). {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:11511371, ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:24844575, ECO:0000269|PubMed:25310980, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:34403461, ECO:0000269|PubMed:34504068, ECO:0000269|PubMed:7007072}.
P61316	LOLA_ECOLI	Outer-membrane lipoprotein carrier protein (P20)	lolA lplA yzzV b0891 JW0874	22497	P61320; P0ADC3; P0A912	SUBUNIT: Monomer.
P61320	LOLB_ECOLI	Outer-membrane lipoprotein LolB	lolB hemM ychC b1209 JW1200	23551	P61316; P0A912	SUBUNIT: Monomer.
P61887	RMLA2_ECOLI	Glucose-1-phosphate thymidylyltransferase 2 (G1P-TT 2) (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase 2) (dTDP-glucose synthase 2)	rffH rmlA2 yifG b3789 JW3763	32734		SUBUNIT: Homotetramer; arranged as a dimer of dimers. {ECO:0000269|PubMed:12171937}.
P61889	MDH_ECOLI	Malate dehydrogenase (EC 1.1.1.37)	mdh b3236 JW3205	32337		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01516, ECO:0000269|PubMed:11389141, ECO:0000269|PubMed:1507230, ECO:0000269|PubMed:7028159, ECO:0000269|PubMed:8331658}.
P62399	RL5_ECOLI	Large ribosomal subunit protein uL5 (50S ribosomal protein L5)	rplE b3308 JW3270	20302		SUBUNIT: Part of the 50S ribosomal subunit (PubMed:791672, PubMed:12809609, PubMed:12859903, PubMed:16272117, PubMed:25310980, PubMed:24844575, PubMed:27934701, PubMed:27906160, PubMed:27906161); part of the 5S rRNA/L5/L18/L25 subcomplex (PubMed:354687, PubMed:8925931). Contacts the 5S rRNA; cross-links to the P site tRNA (PubMed:8925931). Forms a bridge to the 30S subunit in the 70S ribosome, contacting protein S13 and S19. {ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:12859903, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:24844575, ECO:0000269|PubMed:25310980, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:354687, ECO:0000269|PubMed:7038683, ECO:0000269|PubMed:791672, ECO:0000269|PubMed:8524654, ECO:0000269|PubMed:8925931}.
P62617	ISPF_ECOLI	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	ispF mecS ygbB b2746 JW2716	16898	P67910	SUBUNIT: Homotrimer. {ECO:0000255|HAMAP-Rule:MF_00107, ECO:0000269|PubMed:11786530, ECO:0000269|PubMed:11829504, ECO:0000269|PubMed:11997478, ECO:0000269|PubMed:15608374, ECO:0000269|PubMed:16392111, ECO:0000269|PubMed:16511114, ECO:0000269|PubMed:19320487}.
P62620	ISPG_ECOLI	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase) (Protein GcpE) (Protein E)	ispG gcpE b2515 JW2499	40684	P77188	
P62623	ISPH_ECOLI	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase)	ispH lytB yaaE b0029 JW0027	34775		SUBUNIT: Homodimer. {ECO:0000269|PubMed:12706830}.
P62707	GPMA_ECOLI	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA gpm pgm pgmA b0755 JW0738	28556		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01039, ECO:0000269|PubMed:10437801, ECO:0000269|PubMed:11038361, ECO:0000269|PubMed:11884145}.
P63020	NFUA_ECOLI	Fe/S biogenesis protein NfuA	nfuA gntY yhgI b3414 JW3377	20998		SUBUNIT: Homodimer. {ECO:0000269|PubMed:18339628}.
P63183	KUP_ECOLI	Low affinity potassium transport system protein Kup (Kup system potassium uptake protein)	kup trkD b3747 JW5609	69294		
P63224	GMHA_ECOLI	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA lpcA tfrA yafI b0222 JW0212	20815		SUBUNIT: Homotetramer. {ECO:0000269|PubMed:18056714}.
P63228	GMHBB_ECOLI	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	gmhB yaeD b0200 JW0196	21294		SUBUNIT: Monomer. {ECO:0000269|PubMed:20050614, ECO:0000269|PubMed:20050699}.
P63235	GADC_ECOLI	Glutamate/gamma-aminobutyrate antiporter (Glu/GABA antiporter) (Extreme acid sensitivity protein)	gadC acsA xasA b1492 JW1487	55077		SUBUNIT: Monomer. {ECO:0000269|PubMed:22407317}.
P63284	CLPB_ECOLI	Chaperone protein ClpB (Heat shock protein F84.1)	clpB htpM b2592 JW2573	95585	P63284; P0A6Y8; P33014	SUBUNIT: Homohexamer. The oligomerization is ATP-dependent. {ECO:0000269|PubMed:11061966}.
P63386	MLAF_ECOLI	Intermembrane phospholipid transport system ATP-binding protein MlaF (EC 7.6.2.-)	mlaF yrbF b3195 JW3162	29097	P0A6F5	SUBUNIT: The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD). {ECO:0000269|PubMed:27529189, ECO:0000269|PubMed:28388411, ECO:0000305|PubMed:19383799}.
P63883	AMIC_ECOLI	N-acetylmuramoyl-L-alanine amidase AmiC (EC 3.5.1.28)	amiC ygdN b2817 JW5449	45634		
P64423	ZNTB_ECOLI	Zinc transport protein ZntB	zntB ydaN b1342 JW1336	36612	P60785	SUBUNIT: Homopentamer. {ECO:0000269|PubMed:29101379}.
P64461	LSRG_ECOLI	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase (EC 5.3.1.32) (Autoinducer 2-degrading protein LsrG) (AI-2-degrading protein LsrG) (Phospho-(S)-4,5-dihydroxy-2,3-pentanedione isomerase) (Phospho-AI-2 isomerase)	lsrG yneC b1518 JW1511	11255		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_02051, ECO:0000269|PubMed:21454635}.
P64467	CNU_ECOLI	OriC-binding nucleoid-associated protein (H-NS/StpA-binding protein 2) (Transcription modulator YdgT)	cnu ydgT b1625 JW1617	8417	P0ACF8	SUBUNIT: Forms complexes with both H-NS and StpA. {ECO:0000269|PubMed:15458420, ECO:0000269|PubMed:16199570, ECO:0000269|PubMed:21600204}.
P64483	PROXY_ECOLI	Multifunctional Ser/Thr-tRNA deacylase ProXp-y (EC 3.1.1.-) (Free-standing editing domain ProXp-y) (Homologous trans-editing factor ProXp-y) (ProXp-ST1) (Prolyl-tRNA synthetase insertion domain homolog ProXp-y) (ProRS INS domain homolog ProXp-y)	proXp-y yeaK b1787 JW1776	17851		
P64512	MGRB_ECOLI	PhoP/PhoQ regulator MgrB	mgrB yobG b1826 JW1815	5552		SUBUNIT: May form homooligomers. Probably interacts with the periplasmic domain of PhoQ. {ECO:0000255|HAMAP-Rule:MF_01596, ECO:0000269|PubMed:20041203}.
P64524	CBTA_ECOLI	Cytoskeleton-binding toxin CbtA (Toxin CbtA) (Toxin YeeV)	cbtA yeeV b2005 JW1987	13899		SUBUNIT: Interacts with FtsZ (PubMed:21166897, PubMed:22515815, PubMed:28931012). Interacts with MreB (PubMed:21166897, PubMed:28931012). {ECO:0000269|PubMed:21166897, ECO:0000269|PubMed:22515815, ECO:0000269|PubMed:28931012}.
P64534	RCNB_ECOLI	Nickel/cobalt homeostasis protein RcnB	rcnB yohN b2107 JW5346	12466		
P64588	YQJI_ECOLI	Transcriptional regulator YqjI	yqjI b3071 JW3042	23401		SUBUNIT: Oligomer (probable predominant form) and monomer. {ECO:0000269|PubMed:21097627}.
P64594	YHAV_ECOLI	Ribonuclease toxin YhaV (EC 3.1.-.-) (Ribonuclease YhaV)	yhaV b3130 JW3099	17836		SUBUNIT: Homohexamer; forms a complex with PrlF (SohA) with stoichiometry PrlF(2)-YhaV(4), possibly as a YhaV(2)-PrlF(2)-YhaV(2) complex like the MazFE complex. This complex is seen to dimerize in solution. {ECO:0000269|PubMed:17706670}.
P64596	DOLP_ECOLI	Outer membrane lipoprotein DolP	dolP yraP b3150 JW3119	20028		SUBUNIT: Interacts with the BAM complex by associating with outer membrane-assembled BamA (PubMed:33847565). Interacts weakly with the amidase AmiC and potentially with AmiA, but does not interact with NlpD (PubMed:35604759). {ECO:0000269|PubMed:33847565, ECO:0000269|PubMed:35604759}.
P64602	MLAB_ECOLI	Intermembrane phospholipid transport system binding protein MlaB	mlaB yrbB b3191 JW5535	10680		SUBUNIT: The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD). {ECO:0000269|PubMed:27529189, ECO:0000269|PubMed:28388411, ECO:0000305|PubMed:19383799}.
P64604	MLAD_ECOLI	Intermembrane phospholipid transport system binding protein MlaD	mlaD yrbD b3193 JW3160	19576		SUBUNIT: The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD) (PubMed:27529189, PubMed:28388411). Interacts with MlaC (PubMed:28388411). {ECO:0000269|PubMed:27529189, ECO:0000269|PubMed:28388411, ECO:0000305|PubMed:19383799}.
P64606	MLAE_ECOLI	Intermembrane phospholipid transport system permease protein MlaE	mlaE yrbE b3194 JW3161	27863		SUBUNIT: The complex is composed of two ATP-binding proteins (MlaF), two transmembrane proteins (MlaE), two cytoplasmic solute-binding proteins (MlaB) and six periplasmic solute-binding proteins (MlaD). {ECO:0000269|PubMed:27529189, ECO:0000269|PubMed:28388411, ECO:0000305|PubMed:19383799}.
P64612	ZAPE_ECOLI	Cell division protein ZapE (Z ring-associated protein ZapE)	zapE yhcM b3232 JW3201	43064		SUBUNIT: Interacts with FtsZ. {ECO:0000255|HAMAP-Rule:MF_01919, ECO:0000269|PubMed:24595368}.
P64636	YRFG_ECOLI	GMP/IMP nucleotidase YrfG (EC 3.1.3.5)	yrfG b3399 JW5865	25399		
P66817	DIAA_ECOLI	DnaA initiator-associating protein DiaA	diaA yraO b3149 JW3118	21106	P66817; P03004	SUBUNIT: Homotetramer; dimer of dimers. May be in a rapid association-dissociation equilibrium between homodimers and homotetramers. Formation of homotetramers is required for stimulation of replication. Interacts with DnaA. {ECO:0000269|PubMed:15326179, ECO:0000269|PubMed:17699754}.
P66899	DPAL_ECOLI	Diaminopropionate ammonia-lyase (DAPAL) (EC 4.3.1.15) (2,3-diaminopropionate ammonia-lyase) (Alpha,beta-diaminopropionate ammonia-lyase) (Diaminopropionatase)	ygeX b2871 JW2839	43328		SUBUNIT: Homodimer. {ECO:0000305|PubMed:12596860, ECO:0000305|PubMed:12821154, ECO:0000305|PubMed:22505717}.
P66948	BEPA_ECOLI	Beta-barrel assembly-enhancing protease (EC 3.4.-.-)	bepA yfgC b2494 JW2479	53908		SUBUNIT: Interacts with BamA and LoiP. {ECO:0000269|PubMed:22491786, ECO:0000269|PubMed:24003122}.
P67430	NEMR_ECOLI	HTH-type transcriptional repressor NemR (Bleach-sensing transcription factor) (Redox-regulated transcription factor NemR)	nemR ydhM b1649 JW5874	22275	P04951	
P67444	XANQ_ECOLI	Xanthine permease XanQ	xanQ ygfO b2882 JW2850	49108		
P67603	AC4CH_ECOLI	N(4)-acetylcytidine amidohydrolase (ac4C amidohydrolase) (EC 3.5.1.135)	yqfB b2900 JW2868	11905		SUBUNIT: Monomer. {ECO:0000269|PubMed:31964920}.
P67910	HLDD_ECOLI	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD htrM rfaD waaD b3619 JW3594	34893	P16528; P62617; P0ABU0; P25534; P0A8C1	SUBUNIT: Homopentamer. {ECO:0000269|PubMed:10896473, ECO:0000269|PubMed:7929099}.
P68183	MALG_ECOLI	Maltose/maltodextrin transport system permease protein MalG	malG b4032 JW3992	32225	P02916	SUBUNIT: The complex is composed of two ATP-binding proteins (MalK), two transmembrane proteins (MalG and MalF) and a solute-binding protein (MalE). Protein stability and stable complex formation require YidC. {ECO:0000269|PubMed:10809785, ECO:0000269|PubMed:18456666, ECO:0000269|PubMed:2026607, ECO:0000269|PubMed:2155217}.
P68187	MALK_ECOLI	Maltose/maltodextrin import ATP-binding protein MalK (EC 7.5.2.1)	malK b4035 JW3995	40990		SUBUNIT: The complex is composed of two ATP-binding proteins (MalK), two transmembrane proteins (MalG and MalF) and a solute-binding protein (MalE). Protein stability and stable complex formation require YidC. {ECO:0000269|PubMed:18456666, ECO:0000269|PubMed:2026607, ECO:0000269|PubMed:2155217}.
P68398	TADA_ECOLI	tRNA-specific adenosine deaminase (EC 3.5.4.33)	tadA yfhC b2559 JW2543	18718		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00972, ECO:0000269|PubMed:12110595, ECO:0000269|PubMed:16700551}.
P68688	GLRX1_ECOLI	Glutaredoxin 1 (Grx1)	grxA grx b0849 JW0833	9685		SUBUNIT: Monomer.
P68699	ATPL_ECOLI	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (Dicyclohexylcarbodiimide-binding protein) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpE papH uncE b3737 JW3715	8256		SUBUNIT: F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000269|PubMed:11320246}.
P68739	NFI_ECOLI	Endonuclease V (EndoV) (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V)	nfi yjaF b3998 JW5547	24673	P00914	SUBUNIT: Monomer. {ECO:0000269|PubMed:8206931}.
P68767	AMPA_ECOLI	Cytosol aminopeptidase (EC 3.4.11.1) (Aminopeptidase A/I) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA carP xerB b4260 JW4217	54880		SUBUNIT: Homohexamer.
P68919	RL25_ECOLI	Large ribosomal subunit protein bL25 (50S ribosomal protein L25)	rplY b2185 JW2173	10693		SUBUNIT: Part of the 50S ribosomal subunit (PubMed:1093874, PubMed:1100506, Ref.4, PubMed:10094780, PubMed:10756104, PubMed:12809609, PubMed:16272117, PubMed:25310980, PubMed:24844575, PubMed:27934701, PubMed:27906160, PubMed:27906161); part of the 5S rRNA/L5/L18/L25 subcomplex (PubMed:354687, PubMed:8925931). Contacts the 5S rRNA (PubMed:3298242, PubMed:10562563, PubMed:10696113). {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:10562563, ECO:0000269|PubMed:10696113, ECO:0000269|PubMed:10756104, ECO:0000269|PubMed:1093874, ECO:0000269|PubMed:1100506, ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:24844575, ECO:0000269|PubMed:25310980, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:3298242, ECO:0000269|PubMed:354687, ECO:0000269|PubMed:8925931, ECO:0000269|PubMed:9799245, ECO:0000269|Ref.4}.
P69054	DHSC_ECOLI	Succinate dehydrogenase cytochrome b556 subunit (Cytochrome b-556)	sdhC cybA b0721 JW0711	14299		SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur protein, plus two membrane-anchoring proteins, SdhC and SdhD. The complex can form homotrimers. {ECO:0000269|PubMed:12560550, ECO:0000269|PubMed:16407191, ECO:0000269|PubMed:19710024}.
